case_id,label_1_dice,label_1_iou,label_2_dice,label_2_iou,label_4_dice,label_4_iou,WT_dice,WT_iou,TC_dice,TC_iou,ET_dice,ET_iou,gt_nonzero_voxels,pred_nonzero_voxels
BraTS2021_00127,0.0,0.0,0.00021457692582789011,0.00010729997496332958,0.0,0.0,0.9530250598440446,0.9102653972807448,0.001779432050999357,0.0008905083250272961,0.0,0.0,118171,122498
BraTS2021_00128,0.017047939701557605,0.008597252572506377,0.0005012804446139049,0.00025070305857728735,0.0,0.0,0.8117435777308931,0.6831383887501143,0.0405012935911358,0.020669211701273203,0.0,0.0,132171,136749
BraTS2021_00130,0.01220730773073875,0.006141137241430798,0.0037375274818194034,0.0018722625572902285,0.0,0.0,0.8474003822246362,0.7352079327079827,0.018173285542306742,0.009169966985372724,0.0,0.0,149604,147982
BraTS2021_00131,0.02298876204066815,0.011628038121016001,0.00037890897895866593,0.00018949038928429605,0.0,0.0,0.8726317843150235,0.774043273683055,0.02562883814665992,0.012980759971495004,0.0,0.0,103496,102202
BraTS2021_00132,0.03275214560694685,0.01664871334530022,0.00010053156062680165,5.026830708908169e-05,0.0,0.0,0.7291637542986211,0.5737668852025803,0.03874837992963979,0.01975696516097699,0.0,0.0,129841,133266
BraTS2021_00133,0.0069598840019321805,0.0034920942865451724,0.004042996951707999,0.002025593209439582,0.0,0.0,0.8236402593504495,0.7001601898545595,0.011760200615185512,0.005914880397638283,0.0,0.0,80218,80908
BraTS2021_00134,0.03362391980117246,0.01709943491469476,0.04278169014084217,0.02185841504002727,0.0,0.0,0.9107321277128722,0.8360956481720282,0.03928479385931034,0.020035951032702646,0.0,0.0,157749,143929
BraTS2021_00136,0.02995559346696356,0.01520554225459345,0.06337515911982557,0.032724541058257964,0.0,0.0,0.7464659222956858,0.5954891339394152,0.022920342713691647,0.011593029461014006,0.0,0.0,57168,59557
BraTS2021_00137,0.009719087032856023,0.004883273998928446,0.001369675386933198,0.0006853070175438102,0.0,0.0,0.8130966204821116,0.6850571280809611,0.016579072023096983,0.008358826807382586,0.0,0.0,186261,176952
BraTS2021_00138,0.0025764943294783287,0.001289908886204589,0.0019272498857924615,0.0009645544115860157,0.0,0.0,0.9057561178221277,0.8277461108755778,0.006115016060316494,0.0030668850558440625,0.0,0.0,154118,148241
